YEAR,FAC_NO,FAC_NAME,BEG_DATE,END_DATE,COUNTY_NAME,TYPE_CNTRL,PATIENT_DAYS,TOT_HC_REV,TOT_HC_EXP,NONHC_NET,INC_TAX,EXT_ITEM,NET_INCOME
2014,206331214,PALM GROVE HEALTHCARE,1/1/2014 0:00,12/31/2014 0:00,Riverside,Investor Owned,17627,"$3,547,422.00 ","$3,737,018.00 ",$24.00 ,$0.00 ,$0.00 ,"($189,572.00)"
2013,206331214,PALM GROVE HEALTHCARE,1/1/2013 0:00,12/31/2013 0:00,Riverside,Investor Owned,17564,"$3,182,948.00 ","$3,484,491.00 ",$0.00 ,$0.00 ,$1.00 ,"($301,544.00)"
2012,206331214,PALM GROVE HEALTHCARE,1/1/2012 0:00,12/31/2012 0:00,Riverside,Investor Owned,16999,"$3,224,801.00 ","$3,624,261.00 ",$0.00 ,$0.00 ,$0.00 ,"($399,460.00)"
2011,206331214,PALM GROVE HEALTHCARE,1/1/2011 0:00,12/31/2011 0:00,Riverside,Investor Owned,19267,"$3,423,171.00 ","$3,745,517.00 ",$0.00 ,"$6,800.00 ",$0.00 ,"($329,146.00)"
2015,206331217,DESERT SPRINGS HEALTHCARE AND WELLNESS CENTER,1/1/2015 0:00,12/31/2015 0:00,Riverside,Investor Owned,21875,"$5,558,147.00 ","$6,084,649.00 ","$2,047.00 ","$12,590.00 ",$0.00 ,"($537,045.00)"
2014,206331217,DESERT SPRINGS HEALTHCARE AND WELLNESS CENTER,1/1/2014 0:00,12/31/2014 0:00,Riverside,Investor Owned,22680,"$5,778,479.00 ","$5,701,477.00 ",$29.00 ,"$12,590.00 ",$0.00 ,"$64,441.00 "
2013,206331217,DESERT SPRINGS HEALTHCARE AND WELLNESS CENTER,1/1/2013 0:00,12/31/2013 0:00,Riverside,Investor Owned,23230,"$6,198,022.00 ","$5,709,874.00 ","($70,426.00)","$12,590.00 ",$0.00 ,"$405,132.00 "
2012,206331217,DESERT SPRINGS HEALTHCARE AND WELLNESS CENTER,1/1/2012 0:00,12/31/2012 0:00,Riverside,Investor Owned,22731,"$5,676,920.00 ","$5,283,066.00 ","($22,726.00)","$13,490.00 ",$0.00 ,"$357,638.00 "
2015,206331238,LIFEHOUSE OF RIVERSIDE HEALTHCARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Riverside,Investor Owned,38356,"$7,826,757.00 ","$10,889,647.00 ","$18,798.00 ","$11,558.00 ",$0.00 ,"($3,055,650.00)"
2014,206331238,LIFEHOUSE OF RIVERSIDE HEALTHCARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Riverside,Investor Owned,39484,"$7,935,038.00 ","$10,050,214.00 ",($245.00),"$12,021.00 ",$0.00 ,"($2,127,442.00)"
2013,206331238,LIFEHOUSE OF RIVERSIDE HEALTHCARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Riverside,Investor Owned,37320,"$7,656,380.00 ","$9,295,169.00 ","($1,795.00)","$16,048.00 ",$0.00 ,"($1,656,632.00)"
2012,206331238,LIFEHOUSE OF RIVERSIDE HEALTHCARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Riverside,Investor Owned,38490,"$7,903,866.00 ","$9,320,756.00 ",$671.00 ,"$12,590.00 ",$0.00 ,"($1,428,809.00)"
2011,206331238,LIFEHOUSE OF RIVERSIDE HEALTHCARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Riverside,Investor Owned,43091,"$8,878,575.00 ","$9,353,564.00 ","($14,468.00)","$12,590.00 ",$0.00 ,"($502,047.00)"
2015,206331250,MAGNOLIA REHABILITATION & NURSING CENTER,2/1/2014 0:00,1/31/2015 0:00,Riverside,Investor Owned,37329,"$10,700,547.00 ","$10,805,047.00 ","($1,178.00)","$165,096.00 ",$0.00 ,"($270,774.00)"
2014,206331250,MAGNOLIA REHABILITATION & NURSING CENTER,2/1/2013 0:00,1/31/2014 0:00,Riverside,Investor Owned,37044,"$10,917,177.00 ","$10,398,058.00 ",$0.00 ,"$105,533.00 ",$0.00 ,"$413,586.00 "
2013,206331250,MAGNOLIA REHABILITATION & NURSING CENTER,2/1/2012 0:00,1/31/2013 0:00,Riverside,Investor Owned,38608,"$10,683,072.00 ","$10,246,241.00 ",$110.00 ,"$111,906.00 ",$0.00 ,"$325,035.00 "
2012,206331250,MAGNOLIA REHABILITATION & NURSING CENTER,2/1/2011 0:00,1/31/2012 0:00,Riverside,Investor Owned,38154,"$10,852,345.00 ","$9,942,972.00 ",$0.00 ,"$115,021.00 ",$0.00 ,"$794,352.00 "
2011,206331250,MAGNOLIA REHABILITATION & NURSING CENTER,2/1/2010 0:00,1/31/2011 0:00,Riverside,Investor Owned,39203,"$10,847,587.00 ","$10,430,191.00 ",$84.00 ,"$9,790.00 ",$0.00 ,"$407,690.00 "
2015,206331251,EXTENDED CARE HOSPITAL OF RIVERSIDE,1/1/2015 0:00,12/31/2015 0:00,Riverside,Investor Owned,34284,"$8,446,489.00 ","$8,721,493.00 ",$131.00 ,$800.00 ,$0.00 ,"($275,673.00)"
2014,206331251,EXTENDED CARE HOSPITAL OF RIVERSIDE,1/1/2014 0:00,12/31/2014 0:00,Riverside,Investor Owned,34827,"$8,109,377.00 ","$7,909,921.00 ",$43.00 ,$800.00 ,$0.00 ,"$198,699.00 "
2013,206331251,EXTENDED CARE HOSPITAL OF RIVERSIDE,1/1/2013 0:00,12/31/2013 0:00,Riverside,Investor Owned,33953,"$7,224,208.00 ","$8,163,293.00 ",$224.00 ,$800.00 ,$0.00 ,"($939,661.00)"
2012,206331251,EXTENDED CARE HOSPITAL OF RIVERSIDE,1/1/2012 0:00,12/31/2012 0:00,Riverside,Investor Owned,32894,"$7,675,857.00 ","$8,329,910.00 ",$0.00 ,$800.00 ,$0.00 ,"($654,853.00)"
2011,206331251,EXTENDED CARE HOSPITAL OF RIVERSIDE,1/1/2011 0:00,12/31/2011 0:00,Riverside,Investor Owned,32451,"$8,044,044.00 ","$8,258,375.00 ",$33.00 ,$800.00 ,$0.00 ,"($215,098.00)"
2015,206331256,MEADOWBROOK HEALTH CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Riverside,Investor Owned,19388,"$3,384,274.00 ","$3,403,911.00 ",$2.00 ,$800.00 ,$0.00 ,"($20,435.00)"
2014,206331256,MEADOWBROOK HEALTH CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Riverside,Investor Owned,18318,"$3,239,391.00 ","$3,293,469.00 ",$8.00 ,$0.00 ,$0.00 ,"($54,070.00)"
2013,206331256,MEADOWBROOK HEALTH CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Riverside,Investor Owned,20022,"$3,595,659.00 ","$3,751,489.00 ",$22.00 ,"$6,800.00 ",$0.00 ,"($162,608.00)"
2012,206331256,MEADOWBROOK HEALTH CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Riverside,Investor Owned,21331,"$3,693,690.00 ","$3,684,604.00 ",$3.00 ,"$9,600.00 ",$0.00 ,($511.00)
2011,206331256,MEADOWBROOK HEALTH CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Riverside,Investor Owned,20224,"$3,489,844.00 ","$3,718,159.00 ",$28.00 ,"$7,976.00 ",$0.00 ,"($236,263.00)"
2015,206331267,PROVIDENCE MT. RUBIDOUX,1/1/2015 0:00,12/31/2015 0:00,Riverside,Investor Owned,46938,"$11,363,223.00 ","$10,684,348.00 ",$0.00 ,"$12,579.00 ",$0.00 ,"$666,296.00 "
2014,206331267,PROVIDENCE MT. RUBIDOUX,1/1/2014 0:00,12/31/2014 0:00,Riverside,Investor Owned,45876,"$9,592,267.00 ","$9,409,799.00 ",$0.00 ,"$12,590.00 ",$0.00 ,"$169,878.00 "
2013,206331267,PROVIDENCE MT. RUBIDOUX,1/1/2013 0:00,12/31/2013 0:00,Riverside,Investor Owned,46542,"$8,706,396.00 ","$8,883,112.00 ",$0.00 ,"$12,590.00 ",$0.00 ,"($189,306.00)"
2012,206331267,PROVIDENCE MT. RUBIDOUX,1/1/2012 0:00,12/31/2012 0:00,Riverside,Investor Owned,43345,"$7,761,696.00 ","$8,196,825.00 ",$0.00 ,"$12,592.00 ",$0.00 ,"($447,721.00)"
2011,206331267,PROVIDENCE MT. RUBIDOUX,1/1/2011 0:00,12/31/2011 0:00,Riverside,Investor Owned,45601,"$8,235,937.00 ","$8,209,660.00 ",$0.00 ,"$13,390.00 ",$0.00 ,"$12,887.00 "
2015,206331284,PALM SPRINGS HEALTH CARE & REHAB CENTER,1/1/2015 0:00,12/31/2015 0:00,Riverside,Investor Owned,32256,"$9,666,477.00 ","$9,028,778.00 ",$484.00 ,$0.00 ,$0.00 ,"$638,183.00 "
2014,206331284,PALM SPRINGS HEALTH CARE & REHAB CENTER,1/1/2014 0:00,12/31/2014 0:00,Riverside,Investor Owned,32923,"$9,928,786.00 ","$9,106,096.00 ",$0.00 ,$0.00 ,$0.00 ,"$822,690.00 "
2013,206331284,PALM SPRINGS HEALTH CARE & REHAB CENTER,1/1/2013 0:00,12/31/2013 0:00,Riverside,Investor Owned,33182,"$9,809,316.00 ","$8,685,064.00 ",$0.00 ,$0.00 ,$0.00 ,"$1,124,252.00 "
2012,206331284,PALM SPRINGS HEALTH CARE & REHAB CENTER,1/1/2012 0:00,12/31/2012 0:00,Riverside,Investor Owned,32480,"$8,945,734.00 ","$8,035,692.00 ",$0.00 ,$0.00 ,$0.00 ,"$910,042.00 "
2011,206331284,PALM SPRINGS HEALTH CARE & REHAB CENTER,1/1/2011 0:00,12/31/2011 0:00,Riverside,Investor Owned,33465,"$9,806,624.00 ","$7,632,262.00 ",$56.00 ,$0.00 ,$0.00 ,"$2,174,418.00 "
2015,206331285,PALM TERRACE CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Riverside,Investor Owned,22827,"$10,928,779.00 ","$10,098,774.00 ","$4,408.00 ","$9,705.00 ",$0.00 ,"$824,708.00 "
2014,206331285,PALM TERRACE CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Riverside,Investor Owned,23088,"$10,305,891.00 ","$9,642,358.00 ",$115.00 ,"$7,085.00 ",$0.00 ,"$656,563.00 "
2013,206331285,PALM TERRACE CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Riverside,Investor Owned,22946,"$10,274,253.00 ","$9,918,227.00 ","$2,339.00 ","($12,132.00)",($4.00),"$370,501.00 "
2012,206331285,PALM TERRACE CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Riverside,Investor Owned,22150,"$10,064,985.00 ","$8,949,087.00 ",$648.00 ,"$49,450.00 ","($24,025.00)","$1,091,121.00 "
2011,206331285,PALM TERRACE CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Riverside,Investor Owned,22822,"$11,298,479.00 ","$8,879,392.00 ","$1,180.00 ","$66,594.00 ",$0.00 ,"$2,353,673.00 "
2015,206331300,THE GROVE CARE AND WELLNESS,1/1/2015 0:00,12/31/2015 0:00,Riverside,Investor Owned,11966,"$6,457,067.00 ","$4,115,711.00 ","($1,065,236.00)","$516,826.00 ",$0.00 ,"$759,294.00 "
2014,206331300,THE GROVE CARE AND WELLNESS,1/1/2014 0:00,12/31/2014 0:00,Riverside,Investor Owned,12069,"$5,551,407.00 ","$3,961,516.00 ","($823,970.00)","$310,200.00 ",$0.00 ,"$455,721.00 "
2013,206331300,THE GROVE CARE AND WELLNESS,1/1/2013 0:00,12/31/2013 0:00,Riverside,Investor Owned,12015,"$4,693,727.00 ","$3,591,785.00 ","($748,618.00)","$143,095.00 ",$0.00 ,"$210,229.00 "
2012,206331300,THE GROVE CARE AND WELLNESS,1/1/2012 0:00,12/31/2012 0:00,Riverside,Investor Owned,12363,"$3,991,553.00 ","$3,196,430.00 ","($655,878.00)","$56,392.00 ",$0.00 ,"$82,853.00 "
2011,206331300,THE GROVE CARE AND WELLNESS,1/1/2011 0:00,12/31/2011 0:00,Riverside,Investor Owned,12536,"$3,737,993.00 ","$2,976,360.00 ","($419,974.00)","$138,373.00 ",$0.00 ,"$203,286.00 "
2015,206331305,RAMONA REHABILITATION AND POST ACUTE CENTER,1/1/2015 0:00,12/31/2015 0:00,Riverside,Investor Owned,33200,"$11,574,517.00 ","$10,662,831.00 ",($136.00),$0.00 ,$0.00 ,"$911,550.00 "
2014,206331305,RAMONA REHABILITATION AND POST ACUTE CENTER,1/1/2014 0:00,12/31/2014 0:00,Riverside,Investor Owned,33933,"$10,638,876.00 ","$10,625,488.00 ","($3,465.00)",$0.00 ,$0.00 ,"$9,923.00 "
2013,206331305,RAMONA REHABILITATION AND POST ACUTE CENTER,1/1/2013 0:00,12/31/2013 0:00,Riverside,Investor Owned,34109,"$10,637,789.00 ","$9,928,563.00 ","$2,237.00 ",$0.00 ,$0.00 ,"$711,463.00 "
2012,206331305,RAMONA REHABILITATION AND POST ACUTE CENTER,1/1/2012 0:00,12/31/2012 0:00,Riverside,Investor Owned,35550,"$9,748,956.00 ","$9,139,395.00 ","$7,655.00 ",$0.00 ,$0.00 ,"$617,216.00 "
2011,206331305,RAMONA REHABILITATION AND POST ACUTE CENTER,1/1/2011 0:00,12/31/2011 0:00,Riverside,Investor Owned,35028,"$8,538,255.00 ","$8,006,741.00 ","$1,488.00 ",$0.00 ,$0.00 ,"$533,002.00 "
2015,206331346,LIFE CARE CENTER OF MENIFEE,1/1/2015 0:00,12/31/2015 0:00,Riverside,Investor Owned,25123,"$8,647,597.00 ","$9,051,024.00 ",$209.00 ,$0.00 ,$0.00 ,"($403,218.00)"
2014,206331346,LIFE CARE CENTER OF MENIFEE,1/1/2014 0:00,12/31/2014 0:00,Riverside,Investor Owned,25669,"$8,732,979.00 ","$8,561,168.00 ",$157.00 ,$0.00 ,$0.00 ,"$171,968.00 "
2013,206331346,LIFE CARE CENTER OF MENIFEE,1/1/2013 0:00,12/31/2013 0:00,Riverside,Investor Owned,25603,"$8,150,202.00 ","$8,059,684.00 ","$1,047.00 ",$0.00 ,$0.00 ,"$91,565.00 "
2012,206331346,LIFE CARE CENTER OF MENIFEE,1/1/2012 0:00,12/31/2012 0:00,Riverside,Investor Owned,26088,"$8,010,047.00 ","$8,078,982.00 ",$836.00 ,$0.00 ,$0.00 ,"($68,099.00)"
2011,206331346,LIFE CARE CENTER OF MENIFEE,1/1/2011 0:00,12/31/2011 0:00,Riverside,Investor Owned,27324,"$8,009,285.00 ","$7,953,451.00 ",$822.00 ,$0.00 ,$0.00 ,"$56,656.00 "
2015,206331349,MIRAVILLA CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Riverside,Investor Owned,19467,"$3,958,219.00 ","$4,354,719.00 ","$6,008.00 ",$0.00 ,$0.00 ,"($390,492.00)"
2014,206331349,MIRAVILLA CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Riverside,Investor Owned,18610,"$3,700,099.00 ","$4,195,634.00 ",$0.00 ,"$6,800.00 ",$0.00 ,"($502,335.00)"
2013,206331349,MIRAVILLA CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Riverside,Investor Owned,18927,"$3,916,760.00 ","$3,985,048.00 ",$0.00 ,$0.00 ,$0.00 ,"($68,288.00)"
2012,206331349,MIRAVILLA CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Riverside,Investor Owned,18037,"$3,913,046.00 ","$4,052,503.00 ",$0.00 ,"$6,800.00 ",$0.00 ,"($146,257.00)"
2011,206331349,MIRAVILLA CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Riverside,Investor Owned,18708,"$3,776,202.00 ","$3,990,662.00 ",$4.00 ,"$6,800.00 ",$0.00 ,"($221,256.00)"
2015,206331352,CALIFORNIA NURSING AND REHABILITATION CENTER,1/1/2015 0:00,12/31/2015 0:00,Riverside,Investor Owned,26448,"$10,628,834.00 ","$9,479,071.00 ","$43,009.00 ","$12,040.00 ",$0.00 ,"$1,180,732.00 "
2014,206331352,CALIFORNIA NURSING AND REHABILITATION CENTER,1/1/2014 0:00,12/31/2014 0:00,Riverside,Investor Owned,22664,"$8,950,475.00 ","$8,270,285.00 ",$0.00 ,"$12,590.00 ",$0.00 ,"$667,600.00 "
2013,206331352,CALIFORNIA NURSING AND REHABILITATION CENTER,1/1/2013 0:00,12/31/2013 0:00,Riverside,Investor Owned,24055,"$9,688,899.00 ","$8,398,880.00 ","$643,703.00 ","$12,590.00 ",$0.00 ,"$1,921,132.00 "
2012,206331352,CALIFORNIA NURSING AND REHABILITATION CENTER,1/1/2012 0:00,12/31/2012 0:00,Riverside,Investor Owned,21323,"$8,644,649.00 ","$8,168,206.00 ","$611,042.00 ","$14,490.00 ",$0.00 ,"$1,072,995.00 "
2011,206331352,CALIFORNIA NURSING AND REHABILITATION CENTER,1/1/2011 0:00,12/31/2011 0:00,Riverside,Investor Owned,21559,"$8,713,700.00 ","$7,968,276.00 ",$0.00 ,"$15,090.00 ",$0.00 ,"$730,334.00 "
2015,206331361,RIVERSIDE HEIGHTS HEALTHCARE CENTER,4/1/2015 0:00,12/31/2015 0:00,Riverside,Investor Owned,18453,"$4,883,379.00 ","$4,263,517.00 ",$0.00 ,$0.00 ,$0.00 ,"$619,862.00 "
2014,206331361,RIVERSIDE HEIGHTS HEALTHCARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Riverside,Investor Owned,24868,"$4,013,461.00 ","$3,821,251.00 ",$6.00 ,$800.00 ,$0.00 ,"$191,416.00 "
2013,206331361,RIVERSIDE HEIGHTS HEALTHCARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Riverside,Investor Owned,25006,"$3,708,913.00 ","$3,435,766.00 ",$393.00 ,$800.00 ,$0.00 ,"$272,740.00 "
2012,206331361,RIVERSIDE HEIGHTS HEALTHCARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Riverside,Investor Owned,25197,"$3,731,785.00 ","$3,735,002.00 ",$257.00 ,$800.00 ,$0.00 ,"($3,760.00)"
2011,206331361,RIVERSIDE HEIGHTS HEALTHCARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Riverside,Investor Owned,25449,"$3,663,448.00 ","$3,659,492.00 ",$213.00 ,$800.00 ,$0.00 ,"$3,369.00 "
2015,206331364,ORANGE TREE NURSING CENTER,1/1/2015 0:00,12/31/2015 0:00,Riverside,Investor Owned,49980,"$12,143,841.00 ","$11,277,305.00 ",$0.00 ,"$12,548.00 ",$0.00 ,"$853,988.00 "
2014,206331364,ORANGE TREE NURSING CENTER,1/1/2014 0:00,12/31/2014 0:00,Riverside,Investor Owned,49271,"$9,612,545.00 ","$9,720,381.00 ",$0.00 ,"$12,590.00 ",$0.00 ,"($120,426.00)"
2013,206331364,ORANGE TREE NURSING CENTER,1/1/2013 0:00,12/31/2013 0:00,Riverside,Investor Owned,47916,"$8,200,179.00 ","$8,864,243.00 ",$0.00 ,"$12,590.00 ",$0.00 ,"($676,654.00)"
2012,206331364,ORANGE TREE NURSING CENTER,1/1/2012 0:00,12/31/2012 0:00,Riverside,Investor Owned,47744,"$8,222,120.00 ","$8,972,038.00 ",$0.00 ,"$12,591.00 ",$0.00 ,"($762,509.00)"
2011,206331364,ORANGE TREE NURSING CENTER,1/1/2011 0:00,12/31/2011 0:00,Riverside,Investor Owned,50216,"$8,210,641.00 ","$8,891,079.00 ",$0.00 ,"$13,391.00 ",$0.00 ,"($693,829.00)"
2015,206331371,VILLA HEALTH CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Riverside,Investor Owned,19690,"$9,389,994.00 ","$9,358,285.00 ",($724.00),"$41,929.00 ",$0.00 ,"($10,944.00)"
2014,206331371,VILLA HEALTH CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Riverside,Investor Owned,19529,"$9,605,443.00 ","$9,037,400.00 ","$14,755.00 ","$2,580.00 ",$0.00 ,"$580,218.00 "
2013,206331371,VILLA HEALTH CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Riverside,Investor Owned,19303,"$9,349,392.00 ","$8,652,740.00 ",$358.00 ,"$7,308.00 ",($3.00),"$689,705.00 "
2012,206331371,VILLA HEALTH CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Riverside,Investor Owned,18845,"$8,567,356.00 ","$7,745,011.00 ","$8,882.00 ","$24,618.00 ","($19,245.00)","$825,854.00 "
2011,206331371,VILLA HEALTH CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Riverside,Investor Owned,19487,"$9,069,840.00 ","$7,844,202.00 ","($12,936.00)","$33,923.00 ",$0.00 ,"$1,178,779.00 "
2015,206331375,CENTINELA GRAND,1/1/2015 0:00,12/31/2015 0:00,Riverside,Investor Owned,38162,"$8,887,726.00 ","$8,915,014.00 ",$0.00 ,$0.00 ,$0.00 ,"($27,288.00)"
2014,206331375,CENTINELA GRAND,1/1/2014 0:00,12/31/2014 0:00,Riverside,Investor Owned,36967,"$7,673,024.00 ","$7,976,221.00 ",$0.00 ,$0.00 ,$0.00 ,"($303,197.00)"
2013,206331375,CENTINELA GRAND,1/1/2013 0:00,12/31/2013 0:00,Riverside,Investor Owned,37625,"$7,723,974.00 ","$7,969,978.00 ",$0.00 ,$0.00 ,$0.00 ,"($246,004.00)"
2012,206331375,CENTINELA GRAND,1/1/2012 0:00,12/31/2012 0:00,Riverside,Investor Owned,37462,"$7,719,110.00 ","$7,749,832.00 ",$0.00 ,$39.00 ,$0.00 ,"($30,761.00)"
2011,206331375,CENTINELA GRAND,1/1/2011 0:00,12/31/2011 0:00,Riverside,Investor Owned,36911,"$7,473,413.00 ","$7,295,892.00 ",$0.00 ,"$2,361.00 ","$20,150.00 ","$155,010.00 "
2015,206332173,RANCHO MIRAGE HEALTH AND REHABILITATION CENTER,1/1/2015 0:00,12/31/2015 0:00,Riverside,Investor Owned,30463,"$12,415,837.00 ","$11,739,300.00 ","($11,141.00)","$12,590.00 ",$0.00 ,"$652,806.00 "
2014,206332173,RANCHO MIRAGE HEALTH AND REHABILITATION CENTER,1/1/2014 0:00,12/31/2014 0:00,Riverside,Investor Owned,31317,"$11,879,424.00 ","$11,385,807.00 ","$2,175.00 ","$12,590.00 ",$0.00 ,"$483,202.00 "
2013,206332173,RANCHO MIRAGE HEALTH AND REHABILITATION CENTER,1/1/2013 0:00,12/31/2013 0:00,Riverside,Investor Owned,31094,"$11,830,761.00 ","$12,459,182.00 ","$96,897.00 ","$12,593.00 ",$0.00 ,"($544,117.00)"
2012,206332173,RANCHO MIRAGE HEALTH AND REHABILITATION CENTER,1/1/2012 0:00,12/31/2012 0:00,Riverside,Investor Owned,31153,"$12,675,630.00 ","$12,560,032.00 ","$9,634.00 ",$0.00 ,$0.00 ,"$125,232.00 "
2011,206332173,RANCHO MIRAGE HEALTH AND REHABILITATION CENTER,1/1/2011 0:00,12/31/2011 0:00,Riverside,Investor Owned,29650,"$12,813,534.00 ","$12,015,633.00 ","$1,071.00 ",$0.00 ,$0.00 ,"$798,972.00 "
2015,206334012,MANORCARE HEALTH SERVICES-HEMET,6/1/2014 0:00,5/31/2015 0:00,Riverside,Investor Owned,58687,"$22,546,166.00 ","$21,203,751.00 ",$0.00 ,$0.00 ,$0.00 ,"$1,342,415.00 "
2014,206334012,MANORCARE HEALTH SERVICES-HEMET,6/1/2013 0:00,5/31/2014 0:00,Riverside,Investor Owned,57917,"$21,421,541.00 ","$19,827,349.00 ",$0.00 ,$0.00 ,$0.00 ,"$1,594,192.00 "
2013,206334012,MANORCARE HEALTH SERVICES-HEMET,6/1/2012 0:00,5/31/2013 0:00,Riverside,Investor Owned,59061,"$21,514,766.00 ","$20,590,034.00 ",$0.00 ,$0.00 ,$0.00 ,"$924,732.00 "
2012,206334012,MANORCARE HEALTH SERVICES-HEMET,6/1/2011 0:00,5/31/2012 0:00,Riverside,Investor Owned,58140,"$20,975,828.00 ","$23,591,717.00 ",$0.00 ,$0.00 ,$0.00 ,"($2,615,889.00)"
2011,206334012,MANORCARE HEALTH SERVICES-HEMET,6/1/2010 0:00,5/31/2011 0:00,Riverside,Investor Owned,57983,"$21,218,986.00 ","$18,805,351.00 ",$0.00 ,$0.00 ,$0.00 ,"$2,413,635.00 "
2015,206334014,CHERRY VALLEY HEALTHCARE,1/1/2015 0:00,12/31/2015 0:00,Riverside,Investor Owned,41937,"$11,061,464.00 ","$11,473,654.00 ","$56,066.00 ",$0.00 ,$0.00 ,"($356,124.00)"
2014,206334014,CHERRY VALLEY HEALTHCARE,1/1/2014 0:00,12/31/2014 0:00,Riverside,Investor Owned,43215,"$10,517,252.00 ","$10,578,765.00 ","$2,882.00 ",$0.00 ,$0.00 ,"($58,631.00)"
2013,206334014,CHERRY VALLEY HEALTHCARE,1/1/2013 0:00,12/31/2013 0:00,Riverside,Investor Owned,39708,"$9,729,813.00 ","$9,603,919.00 ","$9,394.00 ",$0.00 ,$1.00 ,"$135,287.00 "
2012,206334014,CHERRY VALLEY HEALTHCARE,1/1/2012 0:00,12/31/2012 0:00,Riverside,Investor Owned,41708,"$9,591,731.00 ","$9,493,137.00 ","$62,583.00 ",$0.00 ,$0.00 ,"$161,177.00 "
2011,206334014,CHERRY VALLEY HEALTHCARE,1/1/2011 0:00,12/31/2011 0:00,Riverside,Investor Owned,41814,"$10,072,262.00 ","$9,352,268.00 ",$13.00 ,"$17,134.00 ",$0.00 ,"$702,873.00 "
2015,206334020,MANORCARE HEALTH SERVICES-PALM DESERT,6/1/2014 0:00,5/31/2015 0:00,Riverside,Investor Owned,48246,"$18,079,908.00 ","$18,710,972.00 ",$0.00 ,$0.00 ,$0.00 ,"($631,064.00)"
2014,206334020,MANORCARE HEALTH SERVICES-PALM DESERT,6/1/2013 0:00,5/31/2014 0:00,Riverside,Investor Owned,45861,"$17,093,406.00 ","$18,235,509.00 ","$758,637.00 ",$0.00 ,$0.00 ,"($383,466.00)"
2013,206334020,MANORCARE HEALTH SERVICES-PALM DESERT,6/1/2012 0:00,5/31/2013 0:00,Riverside,Investor Owned,39339,"$13,906,623.00 ","$16,522,758.00 ","$874,448.00 ",$0.00 ,$0.00 ,"($1,741,687.00)"
2012,206334020,MANORCARE HEALTH SERVICES-PALM DESERT,6/1/2011 0:00,5/31/2012 0:00,Riverside,Investor Owned,43769,"$17,148,931.00 ","$16,502,748.00 ",$0.00 ,$0.00 ,$0.00 ,"$646,183.00 "
2011,206334020,MANORCARE HEALTH SERVICES-PALM DESERT,6/1/2010 0:00,5/31/2011 0:00,Riverside,Investor Owned,47741,"$17,822,481.00 ","$17,314,379.00 ",$0.00 ,$0.00 ,$0.00 ,"$508,102.00 "
2015,206334030,MONTEREY PALMS HEALTH CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Riverside,Investor Owned,32705,"$10,104,227.00 ","$9,964,267.00 ",$94.00 ,$0.00 ,$0.00 ,"$140,054.00 "
2014,206334030,MONTEREY PALMS HEALTH CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Riverside,Investor Owned,33302,"$10,289,100.00 ","$9,760,652.00 ",$0.00 ,$0.00 ,$0.00 ,"$528,448.00 "
2013,206334030,MONTEREY PALMS HEALTH CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Riverside,Investor Owned,34538,"$10,280,172.00 ","$9,989,501.00 ",$0.00 ,$0.00 ,$0.00 ,"$290,671.00 "
2012,206334030,MONTEREY PALMS HEALTH CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Riverside,Investor Owned,33823,"$10,015,087.00 ","$9,192,069.00 ",$0.00 ,$0.00 ,$0.00 ,"$823,018.00 "
2011,206334030,MONTEREY PALMS HEALTH CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Riverside,Investor Owned,33951,"$11,048,126.00 ","$9,177,433.00 ",$710.00 ,$0.00 ,$0.00 ,"$1,871,403.00 "
